id,text,overall_anxiety,career_path_confusion,salary_gap,workplace_involution,identity_crisis,sentiment,confidence,key_phrases,explanation
11,c 芥末三文鱼饼干 12月12日 21:06 来自 iPhone 一篇抒发焦虑的帖子 如果你不想被影响请滑走 我什么时候才可以吃到时代的红利？在20年选了英语，语言越来不热门；24年选了新传，新传越来越冷门。虽然我仍然很喜欢这些专业，它们给我在体验感方面带来的价值是那些热门专业毕业后薪资换不来的。 在这里的讲座很多，我每次听完都佩服她们的能力尤其是表 展开c,0.75,0.8,0.6,0.5,0.7,negative,0.85,我什么时候才可以吃到时代的红利？; 语言越来不热门; 新传越来越冷门; 每次听完都佩服她们的能力,文本中表达了对职业发展方向的迷茫（如‘我什么时候才可以吃到时代的红利？’），以及对专业选择与时代趋势不符的焦虑。虽然提到对专业的喜爱，但整体情绪偏向负面，体现出对薪酬和职场竞争的担忧。同时，通过对比他
12,"c 用户7934705471 12月12日 16:14 来自 微博网页版 我来告诉你为什么我看起来很闲. 因为我不像很多体制内的大学一样, 在期末周以外的时间大玩特玩. 因为我一个学期不是只学那么几周, 而是每天只不学那么几个小时. 因为我不是只要通过就可以, 因为我们没几个人上课, 因为我们大部分的课需要全神贯注听, 因为我们上课用的不是闭上眼睛也能听懂的中文. 展开c",0.3,0.2,0.1,0.4,0.3,neutral,0.85,看起来很闲; 不是只学那么几周; 每天只不学那么几个小时; 没几个人上课; 需要全神贯注听; 用的不是闭上眼睛也能听懂的中文,文本中提到自己在期末周以外的时间并不像其他体制内的大学那样‘大玩特玩’，并强调自己每天学习时间有限但内容要求高。这反映出对工作或学习压力的一定焦虑（职场内卷维度较高）。同时，提到‘没几个人上课’和‘需
13,c 柿柿如意yyk 12月12日 11:53 来自 iPhone客户端 讲一个大多数我们女性都不愿意接受的真相： 我以前只当女强人，从不花男性一毛钱甚至是男性思维，我在接触他们很多男性的过程中发现：真正优秀的男人，往往是极度理性和现实的，甚至充满算计。我在事业高峰时期也很忙但我不算计我丈夫。并不代表所有人。这里讲的是男性。绝大多数女生所期待的那种“向 展开c,0.3,0.2,0.1,0.4,0.3,negative,0.85,大多数我们女性都不愿意接受的真相; 真正优秀的男人，往往是极度理性和现实的，甚至充满算计; 对工作压力大、竞争激烈,文本主要讨论了职场中性别角色和男性思维的现实问题，透露出对职场竞争和男性行为模式的观察与反思。虽然没有直接提到职业发展路径或薪酬落差，但提及‘竞争激烈’和‘算计’暗示了职场内卷的存在，因此在‘职场内卷
14,"c 草莓大棚法考 12月11日 21:19 转赞人数超过40 来自 iPhone 17 Pro 2025法考经验贴 | 非法本在职体制内通过经验 《我的法考通关秘籍：从""法盲小白""到""过儿""的奇幻漂流》 ""当我在法考成绩查询页面看到那串数字时，那一刻，我终于可以理直气壮地宣布：本咸鱼，翻身了！我写的比较啰嗦，但真切希望给备考法考的哥哥姐姐，弟弟妹妹一些建议。 个人基本情况：本人在职、非 展开c",0.1,0.1,0.1,0.2,0.1,positive,0.85,本咸鱼，翻身了; 非 法本在职体制内通过经验,文本整体情绪积极，作者分享自己从非法律专业、在职体制内通过法考的经历，表现出对自身成就的肯定和对他人帮助的意愿。虽然提到‘非法律专业’和‘在职’可能暗示一定的职场压力或身份认同挑战，但并未表现出强烈的
15,c 乔泡面 12月11日 19:58 来自 iPhone客户端 v0082 带着从未来穿越过来的儿子去找他爸。 没想到儿子他爸居然是我男朋友的小叔。 面对高不可攀的男人，我瑟瑟发抖。 「其实，我俩有个儿子。」 男人嗓音淡漠森然，「要我提醒你，你和我侄子的关系吗？」 为证明我没有骗他，我羞耻地开口。 「你屁股上有一颗痣。」 1 看着手里的亲子鉴定报告，我傻眼 展开c,0.3,0.2,0.1,0.4,0.3,negative,0.85,瑟瑟发抖; 高不可攀的男人; 羞耻地开口; 亲子鉴定报告,文本中描述了一个复杂且令人不安的情境，涉及身份认同和人际关系的混乱。虽然没有直接提到职业发展、薪酬或工作压力，但‘瑟瑟发抖’和‘高不可攀的男人’暗示了对职场地位或权威的恐惧，可能与职场内卷有关。‘身份
16,c 我也不想家里蹲啊 12月11日 19:43 转赞人数超过100 给bot递奶茶 高柱2022大学毕业，考研两次失败，一次中招口罩，一次过国家线选择不调剂放弃。 高柱在不考公＝违背祖宗的ip，于是又开始考公考编，但本身其实一点都不想去体制内 +考试失败考试失败的循环让我非常痛苦，加上从考研开始就患上焦虑症，最后彻底放弃这种通过考试改变人生的路子，开始无限家 展开c,0.75,0.8,0.3,0.6,0.8,negative,0.9,不想家里蹲; 考研两次失败; 考试失败的循环让我非常痛苦; 彻底放弃这种通过考试改变人生的路子; 开始无限家,文本中表现出强烈的对职业发展路径的迷茫（如多次考试失败、反复尝试但未成功），以及身份认同的困惑（如对体制内工作的排斥与无奈）。虽然没有直接提到薪酬问题，但整体情绪偏向负面。职场内卷体现在不断重复的考试
17,c -桥本环娜 12月11日 16:24 来自 iPhone客户端 我的父母没有什么文化，但他们很爱我。 出生在农村，所以条件有限，爸爸年轻的时候不好学，和兄弟们做生意，于是我家曾经宽裕过一些日子。但做生意，总是起起伏伏，所以就也有‘破产’过。于是乎，他们总希望我可以考公或者考编，因为体制内非常的“稳定”，而“稳定”对于漂泊的他们而言，是非常难能 展开c,0.6,0.7,0.3,0.4,0.5,negative,0.85,父母希望我可以考公或者考编; 体制内非常的‘稳定’; 对于漂泊的他们而言，是非常难能可贵的; 条件有限,文本中表达了对职业发展方向的不确定感（如‘父母希望我考公或考编’），显示出对稳定工作的渴望，反映出发展路径迷茫。虽然没有直接提到薪酬问题，但通过家庭背景和经济状况的描述，可以推测存在一定的薪酬落差焦虑
18,c 彭渊渊 12月11日 14:50 来自 Android 刚结婚那会，公公婆婆应该不太喜欢我的，可能觉得我高攀他们了吧，大嫂和弟媳娘家都有助力，弟媳更不用说了，她娘家全员体制内的，公务员的身份，公公是最喜欢的。加上他弟是公公婆婆亲生的，是这个家的金菠萝，所有资源都倾向于他们。 过年过节回老家的时候，公公永远都是喊我做事的，弟媳坐那里他从 展开c,0.6,0.3,0.2,0.5,0.7,negative,0.85,公公婆婆应该不太喜欢我的; 高攀他们了吧; 资源都倾向于他们; 公公永远都是喊我做事的,文本主要描述了家庭关系中的不平等和被边缘化的感受，而非直接涉及职场发展、薪酬或工作压力。然而，从‘公公永远都是喊我做事的’等表达中可以推断出一种身份认同上的焦虑（如被忽视或不被重视），因此在‘身份认同
19,c 結衣雲子 12月11日 12:31 来自 iPhone 16 Pro Max 微博请颤抖！我回归了！ 被ban没地方说话了！ 11.28 21:57 我真的不要再焦虑了，人生的意义其实是虚无的。 11.28 22:19 抖音一溜烟刷下来眼睛没干过，刷的我呼吸短促右胸刺痛了。。。能不能不要给我推什么人间疾苦了，我一点也不想看到，这是惩罚。。。 11.29 00:03 和一万元写fyp太爽了，写的...,0.6,0.4,0.3,0.7,0.5,negative,0.85,被ban没地方说话了; 我真的不要再焦虑了，人生的意义其实是虚无的; 刷的我呼吸短促右胸刺痛了; 不能不要给我推什么人间疾苦了,文本中表现出明显的负面情绪，尤其是对工作压力和生活压力的强烈反应。'被ban没地方说话了'表明社交或表达受阻带来的焦虑；'我真的不要再焦虑了，人生的意义其实是虚无的'直接表达了对人生意义的迷茫和焦虑；
20,c 独孤龙666 12月11日 08:09 来自 微博网页版 伤残人给湖南省珠晖法院院长邓雪的揭露 珠晖法院司法腐败分子王小卉与司法黄牛狼狈为奸的真相的一封信 抱歉，打扰了，举报腐败是宪法给予公民的权利，冷漠轻视置之不理是你的自由，体现的是官员设立的举报平台不是为了方便群众只是用于欺上压下，违反《中国共产党党章》职业道德与党性原则。我之所以 展开c,0.5,0.5,0.5,0.5,0.5,neutral,0.0,,分析失败
21,c lxy_xinyi 12月11日 01:09 来自 iPhone 15 Pro 副老板最近找我喝茶，没有让我汇报工作，而是问我，在生活上是否感觉满足、在工作岗位上是否得到更好的成长？ 我表达了自己可能不擅长体制内的想法。 他摇头，指出我在工作上非常收敛自己，中庸之道，不会是领导最爱派活的那个，也不是领导会忽略的那个。工作干得少而精，汇报时谦虚有思考，反而留下的 展开c,0.4,0.5,0.2,0.3,0.4,neutral,0.85,可能不擅长体制内的想法; 工作干得少而精，汇报时谦虚有思考,文本中提到副老板询问对工作的感受和成长情况，暗示了对职业发展方向的思考，体现出一定的发展路径迷茫（0.5）。但未提及薪酬相关的内容，因此薪酬落差较低（0.2）。文本提到“工作干得少而精”，表明存在一定
22,c 她叫小泽又沐风 12月10日 23:22 来自 百无聊赖iPhone 16 Pro 好久没记我的赛博同学录了，但是刚好刷到一个鼓励告白的帖子，我暗自腹诽没人值得我沉没成本去告白，如果一定要有的话……我搜寻记忆，想起一个人。 H是我的好朋友。 小升初之前我对H最分明的印象就是，他是个标准的人。不同与从前分享的B，漂亮夹杂清贫，我喜欢的那个男孩儿帅气但是廉价，H是一个非 展开c,0.2,0.1,0.0,0.1,0.3,neutral,0.75,没人值得我沉没成本去告白; 我搜寻记忆，想起一个人; H是一个标准的人,文本主要描述了作者对过去人际关系的回忆和思考，并未直接提及职业发展、薪酬待遇、工作压力或身份认同方面的焦虑。但‘没人值得我沉没成本去告白’暗示了一种对投入与回报不匹配的潜在不满，可能与职场中的某些不确
23,c 张雪Victoria 12月10日 20:38 来自 和张雪一起早起超话 👍🏻抽时间就来赞美自己啦~ #赞美自己5000次# 1745/5000 1741.我在今年生日的时候许愿2026年自己的关键词是真诚，我祝福自己可以真诚的面对自己的野心，真诚的面对自己的欲望，真诚的面对自己的需求，先把自己当回事儿，好好的富养自己，随喜赞叹自己祝福自己！ 1742.我真的发自内心的佩服在体制 展开c,0.1,0.1,0.0,0.05,0.1,positive,0.85,真诚的面对自己的野心; 富养自己; 随喜赞叹自己祝福自己,文本整体呈现出积极向上的态度，用户通过自我激励和肯定来缓解焦虑。虽然提到‘真诚面对自己的野心’可能暗示对职业方向的思考，但并未表现出明显的迷茫或不安。薪酬和内卷相关的内容未直接提及，因此焦虑指数较低。
24,c TheOne无限 12月10日 12:28 转赞人数超过40 来自 无聊🙄iPhone客户端 这段时间已经不止一个人问过我这样一个问题，在体制内要注意什么？ 在体制内，最需要注意的是不折腾，做好份内的事情，绝不要越界。 我见过不少女生在体制内活的特别压抑，拧巴的。为什么？因为领导一安排工作，她们就如同打鸡血一般搞事儿，巴不得在领导面前表现的比别人优秀十倍。但做完了的结果是什 展开c,0.5,0.3,0.2,0.7,0.4,negative,0.85,活的特别压抑; 拧巴的; 巴不得在领导面前表现的比别人优秀十倍; 做完了的结果是什,文本主要反映了职场中因过度竞争和表现压力而产生的焦虑。'巴不得在领导面前表现的比别人优秀十倍'体现了强烈的职场内卷现象，因此 Workplace Involution 得分较高（0.7）。'活的特别压
25,c 西梅鉴茶师 12月09日 15:30 你们觉得体制内好还是体制外好？ 我的感受。 当初为了钱从部队到国企，又从国企到私企。 钱一次比一次多。生活质量一次比一次差。 在私企拿50万左右的年薪，比国企20万年薪的生活水平降低了1-2个档次。 在国企的时候，衣食住行。全不用自己操心。包括公园票，电影票，休假车票，洗漱用品，电脑，平板， 展开c,0.75,0.6,0.8,0.5,0.7,negative,0.9,钱一次比一次多。生活质量一次比一次差。; 比国企20万年薪的生活水平降低了1-2个档次; 衣食住行。全不用自己操心,文本中表达了对职业发展路径的迷茫（从部队到国企再到私企，但未明确未来方向），薪酬落差明显（虽然收入增加，但生活质量下降），身份认同存在不确定性（对比体制内外的待遇差异）。职场内卷程度相对较低，但整体情
26,c 用户7603529477 12月09日 14:56 来自 轩轩baby哈iPhone 15 刚才看到一个清华的姐妹回忆在体制内被职场霸凌的视频。 我的一个朋友说： 你可知道我也遭遇了职场霸凌，这学期开学我莫名其妙被点名批评，我两个月没有见他，他在开会的时候直接开骂，说我不行别干了，之后不解气，把我叫到他的办公室继续开骂。我在平复完他的情绪之后，自己却陷入了焦虑。 之后还有 展开c,0.75,0.4,0.2,0.8,0.9,negative,0.85,被职场霸凌; 莫名其妙被点名批评; 开骂; 自己却陷入了焦虑; 身份认同不确定,文本中明确提到‘被职场霸凌’和‘开骂’等强烈负面事件，显示出强烈的职场内卷（workplace_involution）和身份认同危机（identity_crisis）。虽然没有直接提到职业发展方向或薪
27,c 著名品牌营销专家于斐 12月09日 09:27 来自 于斐频道HarmonyOS设备 医生打造个人品牌，刻不容缓！ 我在实战授课时有几点随想： ✅✅ 医院品牌不等于医生个人品牌，离开医院平台搞不好什么都不是， 体制内给你的头衔， 不等于大众的认可和口碑。 衡量医生是否牛逼的唯一标准， 是看他离开医院这个平台， 还会有多少病患会认他！ ✅✅ 医生的医学教育都是专科化教育， 除 展开c,0.3,0.2,0.1,0.4,0.3,negative,0.85,医生打造个人品牌，刻不容缓！; 离开医院这个平台，还会有多少病患会认他！; 体制内给你的头衔，不等于大众的认可和口碑,文本主要围绕医生个人品牌建设的紧迫性展开，强调了医生在体制内平台之外的生存挑战。这反映出对职业发展路径（如是否能独立建立个人品牌）的不确定性，以及身份认同上的焦虑（如是否被患者认可）。虽然没有直接提到
28,c 留拙- 12月09日 02:42 来自 vivo X90 从某种角度说，我挺不想考公的，整个大学时代都没有想过进入体制内。有一些是天真，有一些是性格，人生退无可退时，不得不走这样的路。截止昨天我总共考了十余次试，没有一次进面。失败到一半时，我开始正视我的问题，行测是观念产生了质变，而申论是勇敢的开了个头。我很幸运，第一次做行测就是68分， 展开c,0.6,0.7,0.3,0.5,0.6,negative,0.85,人生退无可退时，不得不走这样的路; 失败到一半时，我开始正视我的问题; 没有一次进面,文本中表现出明显的焦虑情绪。首先，'人生退无可退时，不得不走这样的路'表明对职业发展路径的迷茫和无奈，因此在‘发展路径迷茫’维度评分较高（0.7）。其次，虽然提到多次考试未通过，但并未直接提及薪酬相关
29,c 女皇献世 12月09日 01:42 来自 iPhone客户端 22年，我拿着菜刀进了卫生间，把门反锁上。在我家借住的朋友发现不对劲，把门敲开，我出来，两个人抱在一起崩溃大哭。在经历了一场骚扰之后，我发现没有人愿意帮我，所有人都在看热闹一样：一个年轻女孩选择出轨足够成为所有人的谈资，谁不想看堕落的戏码，谁不想在道德高地上指责，谁愿意帮助这样一 展开c,0.8,0.3,0.2,0.7,0.9,negative,0.95,没有人愿意帮我; 所有人都在看热闹一样; 谁不想看堕落的戏码; 谁不想在道德高地上指责; 崩溃大哭,文本描述了一段严重的职场或生活事件，涉及骚扰、孤立和缺乏支持，表现出强烈的负面情绪。其中，身份认同（如被道德批判、孤立）和职场内卷（如被围观、无支持）是主要焦虑来源。发展路径迷茫和薪酬落差在文中没有直
30,c 繁华转身是落寞721 12月08日 21:31 来自 华为手机 其实今天的心情氛围都很好，但是本来我打算用众所周知这个词开场的，但是总感觉略微有那么一些烦，当然不是那种内容发了，不是那种然后正常的反而是说那种好像是外界的一些个东西，就是说并非你内心滋长出来的烦这种。能感觉得到的这种 Ok，说正题吧，刚才我非常难得的听到一首歌，并不是这首歌有多么 展开c,0.3,0.2,0.1,0.4,0.3,neutral,0.75,心情氛围都很好; 略微有那么一些烦; 不是那种内容发了; 外界的一些个东西; 不是内心滋长出来的烦,文本中提到‘心情氛围都很好’，表明整体情绪较为平和。但随后提到‘略微有那么一些烦’，并强调这种烦并非来自内心，而是外部因素，暗示对职场环境或外部压力的轻微焦虑。虽然没有直接提及职业发展、薪酬或身份认同
31,c 疆还是老的辣 12月08日 19:23 来自 微博网页版 当甲方骂乙方“滚出去”的那一刻，我意识到百度的问题根本不是业务 最近，看到百度裁员的消息，心里并不意外。说实话，这家公司走到今天这个地步，用两个字形容——活该，一点都不重。这不是幸灾乐祸，而是长期近距离接触后得出的结论。 我从 21 年到 24 年曾带过一个业务团队，做百度的供应链外包， 展开c,0.75,0.6,0.5,0.8,0.7,negative,0.9,活该，一点都不重; 长期近距离接触后得出的结论; 甲方骂乙方‘滚出去’; 百度的问题根本不是业务; 裁员的消息，心里并不意外,文本整体情绪为负面，表达了对百度公司现状的不满和失望。从内容来看，作者提到‘活该，一点都不重’和‘长期近距离接触后得出的结论’，显示出对自身职业环境的不认同和身份危机；‘甲方骂乙方‘滚出去’’和‘百度
32,c 碎片化成长笔记 12月06日 07:22 来自 OnePlus 8T 书名：用一年时间重生：如何从0到1开启个人事业 与其等待生活给你答案，不如自己去发现 只要你还能阅读，生活就还有转机 只要还有时间，你就永远不会一无所有 当你走向一个正确方向的时候，一开始你会有新手的运气，开局会很顺利。 1.社会人的学习，第一步就是要学习如何提问。 比如有人提问 “老师 展开c,0.2,0.3,0.1,0.2,0.2,positive,0.85,与其等待生活给你答案，不如自己去发现; 只要你还能阅读，生活就还有转机; 只要你还有时间，你就永远不会一无所有,文本整体情绪偏向积极，强调自我成长和希望。虽然提到‘新手的运气’和‘开局会很顺利’，但并未直接表达对职业方向、薪酬、内卷或身份认同的强烈焦虑。因此，四个维度的焦虑指数较低，主要集中在发展路径迷茫（0.
33,c -白桃烏龍茶茶記- 12月06日 03:53 来自 iPhone客户端 #深夜树洞#天呐 我真的不知道该怎么诉说，我的爸妈因为我在超高待遇的体制内待得不开心就二话不说同意我辞职，尤其我妈还是山东人不敢想这个含金量（虽然还是执着让我继续考公），现在我已经在家gap一年，但是得知我想要出国发展，说外面没有资源，退而求其次，问我想去国内哪个城市发展不行买套房在那 展开c,0.75,0.8,0.6,0.4,0.8,negative,0.85,不知道该怎么诉说; 爸妈因为我在超高待遇的体制内待得不开心; 在家gap一年; 外面没有资源; 退而求其次; 想在国内哪个城市发展不行买套房,文本中表达了强烈的对职业发展方向的迷茫（如‘不知道该怎么诉说’、‘在家gap一年’），以及身份认同的困惑（如‘爸妈因为我在超高待遇的体制内待得不开心’）。虽然提到‘超高待遇的体制内’，但并未明确表达对
34,c 秋日胜春6502551837 12月05日 19:35 来自 北京大学超话 【恶人孔庆东】（1151） 写与央妹#央妹# 阶级斗争就是你S我活的斗争。一一孔庆东 央妹，孔老师所谓的阶级斗争，他要斗的是谁？他孔庆东只是用这句话在遮掩自己恶人本性罢了。 “有的时候，我都怀疑你就是个汉奸穆黑。” 央妹，如果我对你说这句话，你会如何？ “你与小白说过我们？” 央妹，这 展开c,0.3,0.2,0.1,0.4,0.3,negative,0.85,阶级斗争就是你S我活的斗争; 恶人本性; 怀疑你就是个汉奸穆黑; 你与小白说过我们？,文本内容主要涉及对孔庆东言论的批评和质疑，表现出强烈的负面情绪。从职场焦虑维度来看，文本中并未直接提及职业发展路径、薪酬待遇或身份认同问题，因此这些维度的焦虑指数较低。然而，文本中提到‘阶级斗争就是你
35,c 职场日记-都是什么人才会这样 12月05日 19:09 来自 荣耀100 Pro 写真相机 12月5日 10：41 LL：以后光荣退休，呼一声窝。 17：23 ZRF：这个机器不行，有问题（暗语）。然后对SYF说：你去吃饭吗？ SYF说我等下上去看看有没有什么剩饭剩菜。 17：39 饭堂花姐当着我的面举起手拍蚊子（暗语，来源于宿舍）。其实她举起手拍的时候根本没有蚊子，我看着她就是为了弄个暗语手...,0.4,0.3,0.2,0.5,0.4,negative,0.85,以后光荣退休，呼一声窝; 这个机器不行，有问题（暗语）; 你去吃饭吗？; 我等下上去看看有没有什么剩饭剩菜; 举起手拍蚊子（暗语）,文本中通过‘暗语’和‘拍蚊子’等行为暗示了职场中的隐晦沟通和不透明的氛围，反映出对工作环境和人际关系的不安。‘以后光荣退休’表现出对职业未来的不确定感，而‘这个机器不行’可能暗示对工作条件或资源的不满
36,c 转身亦是永远 12月05日 18:08 来自 中信书院App “年轻人，我不太懂。”接到我的采访需求，在一家创新医药公司做副总的王威先回了这么一句话。他所在的公司位于上海张江高科技园区，这里的生物医药产业集群，是很多相关专业年轻人求职的梦想之地。去年，有100多名应届生通过校招形式进入公司，很多都来自国内的名校。不过，和他们不多的几次接触，都 展开c,0.2,0.3,0.1,0.2,0.2,neutral,0.75,年轻人，我不太懂。; 很多都来自国内的名校; 和他们不多的几次接触,文本中提到王威作为副总对采访请求表示不理解，暗示了他对年轻员工或职场环境可能存在一定的疏离感；同时提到很多应届生来自名校，但与他们的接触不多，可能反映出身份认同上的不确定性。整体情绪较为中性，没有明显
