school_name,year,data_type,education,trade_name,flow_number,flow_rate,province,province_flow_number
北京服装学院,2021,employment_flow,本科,文化、体育和娱乐业,151.0,19.71,,
北京服装学院,2021,employment_flow,本科,教育,44.0,5.74,,
北京服装学院,2021,employment_flow,本科,金融业,20.0,2.61,,
北京服装学院,2021,employment_flow,本科,科学研究和技术服务业,25.0,3.26,,
北京服装学院,2021,employment_flow,本科,批发和零售业,67.0,8.75,,
北京服装学院,2021,employment_flow,本科,信息传输、软件和信息技术服务业,96.0,12.53,,
北京服装学院,2021,employment_flow,本科,制造业,33.0,4.31,,
北京服装学院,2021,employment_flow,本科,建筑业,33.0,4.31,,
北京服装学院,2021,employment_flow,本科,公共管理、社会保障和社会组织,24.0,3.13,,
北京服装学院,2021,employment_flow,本科,其他,49.0,6.4,,
北京服装学院,2021,employment_flow,硕士,纺织服装、服饰业,88.0,28.76,,
北京服装学院,2021,employment_flow,硕士,文化、体育和娱乐业,27.0,8.82,,
北京服装学院,2021,employment_flow,硕士,教育,64.0,20.92,,
北京服装学院,2021,employment_flow,硕士,金融业,2.0,0.65,,
北京服装学院,2021,employment_flow,硕士,科学研究和技术服务业,18.0,5.88,,
北京服装学院,2021,employment_flow,硕士,批发和零售业,22.0,7.19,,
北京服装学院,2021,employment_flow,硕士,信息传输、软件和信息技术服务业,34.0,11.11,,
北京服装学院,2021,employment_flow,硕士,制造业,25.0,8.17,,
北京服装学院,2021,employment_flow,硕士,建筑业,8.0,2.61,,
北京服装学院,2021,employment_flow,硕士,公共管理、社会保障和社会组织,4.0,1.31,,
北京服装学院,2021,employment_flow,硕士,其他,14.0,4.58,,
北京服装学院,2021,employment_flow,整体,纺织服装、服饰业,312.0,29.1,,
北京服装学院,2021,employment_flow,整体,文化、体育和娱乐业,178.0,16.6,,
北京服装学院,2021,employment_flow,整体,教育,108.0,10.07,,
北京服装学院,2021,employment_flow,整体,金融业,22.0,2.05,,
北京服装学院,2021,employment_flow,整体,科学研究和技术服务业,43.0,4.01,,
北京服装学院,2021,employment_flow,整体,批发和零售业,89.0,8.3,,
北京服装学院,2021,employment_flow,整体,信息传输、软件和信息技术服务业,130.0,12.13,,
北京服装学院,2021,employment_flow,整体,制造业,58.0,5.41,,
北京服装学院,2021,employment_flow,整体,建筑业,41.0,3.82,,
北京服装学院,2021,employment_flow,整体,公共管理、社会保障和社会组织,28.0,2.61,,
北京服装学院,2021,employment_flow,整体,其他,63.0,5.88,,
北京服装学院,2020,employment_flow,本科,纺织服装、服饰业,181.0,25.24,,
北京服装学院,2020,employment_flow,本科,文化、体育和娱乐业,128.0,17.85,,
北京服装学院,2020,employment_flow,本科,教育,87.0,12.13,,
北京服装学院,2020,employment_flow,本科,金融业,45.0,6.28,,
北京服装学院,2020,employment_flow,本科,科学研究和技术服务业,36.0,5.02,,
北京服装学院,2020,employment_flow,本科,批发和零售业,40.0,5.58,,
北京服装学院,2020,employment_flow,本科,信息传输、软件和信息技术服务业,80.0,11.16,,
北京服装学院,2020,employment_flow,本科,制造业,30.0,4.18,,
北京服装学院,2020,employment_flow,本科,建筑业,25.0,3.49,,
北京服装学院,2020,employment_flow,本科,公共管理、社会保障和社会组织,25.0,3.49,,
北京服装学院,2020,employment_flow,本科,其他,40.0,5.58,,
北京服装学院,2020,employment_flow,硕士,纺织服装、服饰业,81.0,30.34,,
北京服装学院,2020,employment_flow,硕士,文化、体育和娱乐业,28.0,10.49,,
北京服装学院,2020,employment_flow,硕士,教育,54.0,20.22,,
北京服装学院,2020,employment_flow,硕士,金融业,12.0,4.49,,
北京服装学院,2020,employment_flow,硕士,科学研究和技术服务业,24.0,8.99,,
北京服装学院,2020,employment_flow,硕士,批发和零售业,4.0,1.5,,
北京服装学院,2020,employment_flow,硕士,信息传输、软件和信息技术服务业,19.0,7.12,,
北京服装学院,2020,employment_flow,硕士,制造业,12.0,4.49,,
北京服装学院,2020,employment_flow,硕士,建筑业,9.0,3.37,,
北京服装学院,2020,employment_flow,硕士,公共管理、社会保障和社会组织,7.0,2.62,,
北京服装学院,2020,employment_flow,硕士,其他,17.0,6.37,,
北京服装学院,2020,employment_flow,整体,纺织服装、服饰业,262.0,26.63,,
北京服装学院,2020,employment_flow,整体,文化、体育和娱乐业,156.0,15.85,,
北京服装学院,2020,employment_flow,整体,教育,141.0,14.33,,
北京服装学院,2020,employment_flow,整体,金融业,57.0,5.79,,
北京服装学院,2020,employment_flow,整体,科学研究和技术服务业,60.0,6.1,,
北京服装学院,2020,employment_flow,整体,批发和零售业,44.0,4.47,,
北京服装学院,2020,employment_flow,整体,信息传输、软件和信息技术服务业,99.0,10.06,,
北京服装学院,2020,employment_flow,整体,制造业,42.0,4.27,,
北京服装学院,2020,employment_flow,整体,建筑业,34.0,3.46,,
北京服装学院,2020,employment_flow,整体,公共管理、社会保障和社会组织,32.0,3.25,,
北京服装学院,2020,employment_flow,整体,其他,57.0,5.79,,
上海对外经贸大学,2022,employment_flow,整体,租赁和商务服务业,455.0,15.72,,
上海对外经贸大学,2022,employment_flow,整体,金融业,417.0,14.4,,
上海对外经贸大学,2022,employment_flow,整体,其他服务业,379.0,13.08,,
上海对外经贸大学,2022,employment_flow,整体,互联网和相关服务,155.0,5.36,,
上海对外经贸大学,2022,employment_flow,整体,信息传输、软件和信息技术服务业,149.0,5.14,,
上海对外经贸大学,2022,employment_flow,整体,其他,110.0,3.78,,
上海对外经贸大学,2022,employment_flow,整体,教育,103.0,3.56,,
上海对外经贸大学,2022,employment_flow,整体,文化、体育和娱乐业,72.0,2.5,,
上海对外经贸大学,2022,employment_flow,整体,批发和零售业,168.0,5.79,,
上海对外经贸大学,2022,employment_flow,本科,租赁和商务服务业,342.0,17.26,,
上海对外经贸大学,2022,employment_flow,本科,其他服务业,294.0,14.87,,
上海对外经贸大学,2022,employment_flow,本科,金融业,240.0,12.13,,
上海对外经贸大学,2022,employment_flow,本科,互联网和相关服务,110.0,5.56,,
上海对外经贸大学,2022,employment_flow,本科,信息传输、软件和信息技术服务业,86.0,4.33,,
上海对外经贸大学,2022,employment_flow,本科,批发和零售业,153.0,7.73,,
上海对外经贸大学,2022,employment_flow,本科,文化、体育和娱乐业,73.0,3.68,,
上海对外经贸大学,2022,employment_flow,本科,公共管理、社会保障和社会组织,63.0,3.18,,
上海对外经贸大学,2022,employment_flow,本科,其他,49.0,2.45,,
上海对外经贸大学,2022,employment_flow,硕士,金融业,164.0,17.92,,
上海对外经贸大学,2022,employment_flow,硕士,租赁和商务服务业,122.0,13.33,,
上海对外经贸大学,2022,employment_flow,硕士,其他服务业,94.0,10.3,,
上海对外经贸大学,2022,employment_flow,硕士,信息传输、软件和信息技术服务业,59.0,6.38,,
上海对外经贸大学,2022,employment_flow,硕士,教育,54.0,5.94,,
上海对外经贸大学,2022,employment_flow,硕士,其他,53.0,5.82,,
上海对外经贸大学,2022,employment_flow,硕士,互联网和相关服务,46.0,5.04,,
上海对外经贸大学,2022,employment_flow,硕士,国家机构,32.0,3.47,,
上海对外经贸大学,2022,employment_flow,硕士,资本市场服务,23.0,2.46,,
上海对外经贸大学,2022,employment_flow,硕士,制造业,17.0,1.9,,
上海对外经贸大学,2021,employment_flow,本科,租赁和商务服务业,451.0,23.0,,
上海对外经贸大学,2021,employment_flow,本科,金融业,230.0,11.71,,
上海对外经贸大学,2021,employment_flow,本科,其他服务业,113.0,5.75,,
上海对外经贸大学,2021,employment_flow,本科,批发和零售业,150.0,7.65,,
上海对外经贸大学,2021,employment_flow,本科,教育,94.0,4.77,,
上海对外经贸大学,2021,employment_flow,本科,信息传输、软件和信息技术服务业,84.0,4.28,,
上海对外经贸大学,2021,employment_flow,本科,互联网和相关服务,76.0,3.86,,
上海对外经贸大学,2021,employment_flow,本科,文化、体育和娱乐业,73.0,3.72,,
上海对外经贸大学,2021,employment_flow,本科,制造业,59.0,3.02,,
上海对外经贸大学,2021,employment_flow,硕士,租赁和商务服务业,145.0,16.43,,
上海对外经贸大学,2021,employment_flow,硕士,金融业,141.0,15.97,,
上海对外经贸大学,2021,employment_flow,硕士,其他服务业,100.0,11.31,,
上海对外经贸大学,2021,employment_flow,硕士,教育,75.0,8.51,,
上海对外经贸大学,2021,employment_flow,硕士,其他,47.0,5.36,,
上海对外经贸大学,2021,employment_flow,硕士,信息传输、软件和信息技术服务业,42.0,4.78,,
上海对外经贸大学,2021,employment_flow,硕士,互联网和相关服务,36.0,4.08,,
上海对外经贸大学,2021,employment_flow,硕士,批发和零售业,25.0,2.8,,
上海对外经贸大学,2021,employment_flow,硕士,国家机构,24.0,2.68,,
上海对外经贸大学,2021,employment_flow,硕士,科学研究和技术服务业,22.0,2.45,,
上海对外经贸大学,2020,employment_flow,本科,资本市场服务,68.0,3.43,,
上海对外经贸大学,2020,employment_flow,本科,信息传输、软件和信息技术服务业,71.0,3.57,,
上海对外经贸大学,2020,employment_flow,本科,批发和零售业,157.0,7.93,,
上海对外经贸大学,2020,employment_flow,本科,互联网和相关服务,91.0,4.57,,
上海对外经贸大学,2020,employment_flow,本科,卫生和社会工作,98.0,4.93,,
上海对外经贸大学,2020,employment_flow,本科,教育,106.0,5.36,,
上海对外经贸大学,2020,employment_flow,本科,其他,162.0,8.15,,
上海对外经贸大学,2020,employment_flow,本科,金融业,268.0,13.51,,
上海对外经贸大学,2020,employment_flow,本科,租赁和商务服务业,395.0,19.94,,
上海对外经贸大学,2020,employment_flow,硕士,人民政协、民主党派,17.0,1.99,,
上海对外经贸大学,2020,employment_flow,硕士,其他服务业,22.0,2.58,,
上海对外经贸大学,2020,employment_flow,硕士,房地产业,31.0,3.52,,
上海对外经贸大学,2020,employment_flow,硕士,信息传输、软件和信息技术服务业,34.0,3.87,,
上海对外经贸大学,2020,employment_flow,硕士,互联网和相关服务,41.0,4.69,,
上海对外经贸大学,2020,employment_flow,硕士,卫生和社会工作,55.0,6.33,,
上海对外经贸大学,2020,employment_flow,硕士,租赁和商务服务业,80.0,9.26,,
上海对外经贸大学,2020,employment_flow,硕士,其他,84.0,9.73,,
上海对外经贸大学,2020,employment_flow,硕士,教育,87.0,10.08,,
上海对外经贸大学,2020,employment_flow,硕士,金融业,189.0,21.81,,
上海音乐学院,2022,employment_flow,整体,教育,80.0,33.2,,
上海音乐学院,2022,employment_flow,整体,文化、体育和娱乐业,49.0,20.33,,
上海音乐学院,2022,employment_flow,整体,其他,18.0,7.47,,
上海音乐学院,2022,employment_flow,整体,信息传输、软件和信息技术服务业,10.0,4.15,,
上海音乐学院,2022,employment_flow,整体,租赁和商务服务,10.0,4.07,,
上海音乐学院,2021,employment_flow,整体,教育,73.0,34.43,,
上海音乐学院,2021,employment_flow,整体,文化、体育和娱乐业,44.0,20.75,,
上海音乐学院,2020,employment_flow,整体,互联网和相关服务,3.0,1.91,,
上海音乐学院,2020,employment_flow,整体,广播、电视、电影和影视行业,6.0,3.82,,
上海音乐学院,2020,employment_flow,整体,教育,57.0,36.31,,
上海音乐学院,2020,employment_flow,整体,文化、体育和娱乐业,35.0,22.29,,
上海音乐学院,2020,employment_flow,整体,其他,8.0,5.1,,
上海音乐学院,2020,employment_flow,整体,卫生和社会工作,7.0,4.46,,
上海音乐学院,2020,employment_flow,整体,批发和零售业,6.0,3.82,,
上海音乐学院,2020,employment_flow,整体,信息传输、软件和信息技术服务业,6.0,3.82,,
上海音乐学院,2020,employment_flow,整体,金融业,3.0,1.91,,
上海音乐学院,2020,employment_flow,整体,租赁和商务服务,3.0,1.91,,
上海音乐学院,2020,employment_flow,整体,建筑业,3.0,1.91,,
上海音乐学院,2020,employment_flow,整体,制造业,9.0,5.73,,
河北金融学院,2022,employment_flow,整体,金融业,1480.0,55.61,,
河北金融学院,2022,employment_flow,整体,公共管理、社会保障和社会组织,294.0,11.05,,
河北金融学院,2022,employment_flow,整体,各类专业设计与咨询服务业,112.0,4.21,,
河北金融学院,2022,employment_flow,整体,教育,98.0,3.68,,
河北金融学院,2022,employment_flow,整体,制造业,84.0,3.16,,
河北金融学院,2022,employment_flow,整体,建筑业,79.0,2.98,,
河北金融学院,2022,employment_flow,整体,信息传输、软件和信息技术服务业,75.0,2.81,,
河北金融学院,2021,employment_flow,本科,金融业,1381.0,51.71,,
河北金融学院,2021,employment_flow,本科,公共管理、社会保障和社会组织,204.0,7.65,,
河北金融学院,2021,employment_flow,本科,信息传输、软件和信息技术服务业,161.0,6.04,,
河北金融学院,2021,employment_flow,本科,教育,145.0,5.43,,
河北金融学院,2021,employment_flow,本科,各类专业设计与咨询服务业,107.0,4.02,,
河北金融学院,2021,employment_flow,本科,批发和零售业,97.0,3.62,,
河北金融学院,2021,employment_flow,本科,建筑业,91.0,3.42,,
河北金融学院,2021,employment_flow,本科,租赁和商务服务业,64.0,2.41,,
河北金融学院,2021,employment_flow,本科,制造业,48.0,1.81,,
河北金融学院,2021,employment_flow,本科,交通运输、仓储和邮政业,48.0,1.81,,
河北金融学院,2020,employment_flow,整体,金融业,756.0,27.53,,
河北金融学院,2020,employment_flow,整体,批发和零售业,326.0,11.89,,
河北金融学院,2020,employment_flow,整体,制造业,311.0,11.34,,
河北金融学院,2020,employment_flow,整体,租赁和商务服务业,183.0,6.66,,
河北金融学院,2020,employment_flow,整体,信息传输、软件和信息技术服务业,169.0,6.15,,
河北金融学院,2020,employment_flow,整体,建筑业,161.0,5.88,,
河北金融学院,2020,employment_flow,整体,教育,156.0,5.69,,
河北金融学院,2020,employment_flow,整体,公共管理、社会保障和社会组织,89.0,3.24,,
河北金融学院,2020,employment_flow,整体,居民服务、修理和其他服务业,86.0,3.15,,
河北金融学院,2020,employment_flow,整体,科学研究和技术服务业,83.0,3.01,,
河北金融学院,2020,employment_flow,整体,交通运输、仓储和邮政业,63.0,2.31,,
河北金融学院,2020,employment_flow,整体,农、林、牧、渔业,61.0,2.22,,
河北金融学院,2020,employment_flow,整体,文化、体育和娱乐业,53.0,1.94,,
河北金融学院,2020,employment_flow,整体,住宿和餐饮业,51.0,1.85,,
河北金融学院,2020,employment_flow,整体,房地产业,48.0,1.76,,
河北金融学院,2020,employment_flow,整体,卫生和社会工作,47.0,1.71,,
河北金融学院,2020,employment_flow,整体,电力、热力、燃气及水生产和供应业,42.0,1.53,,
河北金融学院,2020,employment_flow,整体,水利、环境和公共设施管理业,27.0,0.97,,
河北金融学院,2020,employment_flow,整体,采矿业,27.0,0.97,,
河北金融学院,2020,employment_flow,整体,军队,5.0,0.19,,
河北金融学院,2020,employment_flow,本科,金融业,752.0,30.46,,
河北金融学院,2020,employment_flow,本科,制造业,279.0,11.31,,
河北金融学院,2020,employment_flow,本科,批发和零售业,261.0,10.59,,
河北金融学院,2020,employment_flow,本科,教育,148.0,5.98,,
河北金融学院,2020,employment_flow,本科,信息传输、软件和信息技术服务业,148.0,5.98,,
河北金融学院,2020,employment_flow,本科,租赁和商务服务业,146.0,5.93,,
河北金融学院,2020,employment_flow,本科,建筑业,139.0,5.65,,
河北金融学院,2020,employment_flow,本科,公共管理、社会保障和社会组织,76.0,3.07,,
河北金融学院,2020,employment_flow,本科,居民服务、修理和其他服务业,75.0,3.02,,
河北金融学院,2020,employment_flow,本科,交通运输、仓储和邮政业,62.0,2.52,,
河北金融学院,2020,employment_flow,本科,农、林、牧、渔业,58.0,2.36,,
河北金融学院,2020,employment_flow,本科,科学研究和技术服务业,57.0,2.31,,
河北金融学院,2020,employment_flow,本科,文化、体育和娱乐业,47.0,1.92,,
河北金融学院,2020,employment_flow,本科,住宿和餐饮业,47.0,1.92,,
河北金融学院,2020,employment_flow,本科,电力、热力、燃气及水生产和供应业,42.0,1.7,,
河北金融学院,2020,employment_flow,本科,房地产业,39.0,1.59,,
河北金融学院,2020,employment_flow,本科,卫生和社会工作,38.0,1.54,,
河北金融学院,2020,employment_flow,本科,采矿业,24.0,0.99,,
河北金融学院,2020,employment_flow,本科,水利、环境和公共设施管理业,23.0,0.93,,
河北金融学院,2020,employment_flow,本科,军队,5.0,0.22,,
河北金融学院,2020,employment_flow,专科,批发和零售业,83.0,30.0,,
河北金融学院,2020,employment_flow,专科,制造业,76.0,27.5,,
河北金融学院,2020,employment_flow,专科,信息传输、软件和信息技术服务业,21.0,7.5,,
河北金融学院,2020,employment_flow,专科,租赁和商务服务业,21.0,7.5,,
河北金融学院,2020,employment_flow,专科,建筑业,21.0,7.5,,
上海电机学院,2022,employment_flow,硕士,制造业,51.0,32.69,,
上海电机学院,2022,employment_flow,硕士,信息传输、软件和信息技术服务业,17.0,10.9,,
上海电机学院,2022,employment_flow,硕士,租赁和商务服务,1.0,0.64,,
上海电机学院,2022,employment_flow,硕士,批发和零售业,1.0,0.64,,
上海电机学院,2022,employment_flow,硕士,电力、热力、燃气及水生产和供应业,64.0,41.03,,
上海电机学院,2022,employment_flow,硕士,金融业,0.0,0.0,,
上海电机学院,2022,employment_flow,硕士,交通运输、仓储和邮政业,2.0,1.28,,
上海电机学院,2022,employment_flow,硕士,建筑业,0.0,0.0,,
上海电机学院,2022,employment_flow,硕士,科学研究和技术服务业,9.0,5.77,,
上海电机学院,2022,employment_flow,硕士,教育,2.0,1.28,,
上海电机学院,2022,employment_flow,硕士,文化、体育和娱乐业,0.0,0.0,,
上海电机学院,2022,employment_flow,硕士,卫生和社会工作,4.0,2.56,,
上海电机学院,2022,employment_flow,硕士,采矿业,2.0,1.28,,
上海电机学院,2022,employment_flow,硕士,其他,3.0,1.92,,
上海电机学院,2022,employment_flow,本科,制造业,868.0,43.01,,
上海电机学院,2022,employment_flow,本科,信息传输、软件和信息技术服务业,245.0,12.14,,
上海电机学院,2022,employment_flow,本科,租赁和商务服务,104.0,5.15,,
上海电机学院,2022,employment_flow,本科,批发和零售业,107.0,5.3,,
上海电机学院,2022,employment_flow,本科,电力、热力、燃气及水生产和供应业,46.0,2.28,,
上海电机学院,2022,employment_flow,本科,金融业,117.0,5.8,,
上海电机学院,2022,employment_flow,本科,交通运输、仓储和邮政业,87.0,4.31,,
上海电机学院,2022,employment_flow,本科,建筑业,75.0,3.72,,
上海电机学院,2022,employment_flow,本科,科学研究和技术服务业,78.0,3.87,,
上海电机学院,2022,employment_flow,本科,教育,75.0,3.72,,
上海电机学院,2022,employment_flow,本科,文化、体育和娱乐业,45.0,2.23,,
上海电机学院,2022,employment_flow,本科,卫生和社会工作,47.0,2.33,,
上海电机学院,2022,employment_flow,本科,采矿业,15.0,0.74,,
上海电机学院,2022,employment_flow,本科,其他,109.0,5.4,,
上海电机学院,2022,employment_flow,专科,制造业,219.0,42.44,,
上海电机学院,2022,employment_flow,专科,信息传输、软件和信息技术服务业,23.0,4.46,,
上海电机学院,2022,employment_flow,专科,租赁和商务服务,36.0,6.98,,
上海电机学院,2022,employment_flow,专科,批发和零售业,30.0,5.81,,
上海电机学院,2022,employment_flow,专科,电力、热力、燃气及水生产和供应业,8.0,1.55,,
上海电机学院,2022,employment_flow,专科,金融业,1.0,0.19,,
上海电机学院,2022,employment_flow,专科,交通运输、仓储和邮政业,29.0,5.62,,
上海电机学院,2022,employment_flow,专科,建筑业,37.0,7.17,,
上海电机学院,2022,employment_flow,专科,科学研究和技术服务业,21.0,4.07,,
上海电机学院,2022,employment_flow,专科,教育,19.0,3.68,,
上海电机学院,2022,employment_flow,专科,文化、体育和娱乐业,17.0,3.29,,
上海电机学院,2022,employment_flow,专科,卫生和社会工作,4.0,0.78,,
上海电机学院,2022,employment_flow,专科,采矿业,35.0,6.78,,
上海电机学院,2022,employment_flow,专科,其他,37.0,7.17,,
上海电机学院,2022,employment_flow,整体,制造业,1138.0,42.3,,
上海电机学院,2022,employment_flow,整体,信息传输、软件和信息技术服务业,285.0,10.59,,
上海电机学院,2022,employment_flow,整体,租赁和商务服务,141.0,5.24,,
上海电机学院,2022,employment_flow,整体,批发和零售业,138.0,5.13,,
上海电机学院,2022,employment_flow,整体,电力、热力、燃气及水生产和供应业,118.0,4.39,,
上海电机学院,2022,employment_flow,整体,金融业,118.0,4.39,,
上海电机学院,2022,employment_flow,整体,交通运输、仓储和邮政业,118.0,4.39,,
上海电机学院,2022,employment_flow,整体,建筑业,112.0,4.16,,
上海电机学院,2022,employment_flow,整体,科学研究和技术服务业,108.0,4.01,,
上海电机学院,2022,employment_flow,整体,教育,96.0,3.57,,
上海电机学院,2022,employment_flow,整体,文化、体育和娱乐业,62.0,2.3,,
上海电机学院,2022,employment_flow,整体,卫生和社会工作,55.0,2.04,,
上海电机学院,2022,employment_flow,整体,采矿业,52.0,1.93,,
上海电机学院,2022,employment_flow,整体,其他,149.0,5.54,,
上海电机学院,2021,employment_flow,硕士,制造业,31.0,28.97,,
上海电机学院,2021,employment_flow,硕士,信息传输、软件和信息技术服务业,7.0,6.54,,
上海电机学院,2021,employment_flow,硕士,建筑业,1.0,0.93,,
上海电机学院,2021,employment_flow,硕士,租赁和商务服务,0.0,0.0,,
上海电机学院,2021,employment_flow,硕士,批发和零售业,0.0,0.0,,
上海电机学院,2021,employment_flow,硕士,交通运输、仓储和邮政业,1.0,0.93,,
上海电机学院,2021,employment_flow,硕士,居民服务、修理和其他服务业,1.0,0.93,,
上海电机学院,2021,employment_flow,硕士,科学研究和技术服务业,7.0,6.54,,
上海电机学院,2021,employment_flow,硕士,教育,3.0,2.8,,
上海电机学院,2021,employment_flow,硕士,电力、热力、燃气及水生产和供应业,52.0,48.6,,
上海电机学院,2021,employment_flow,硕士,金融业,3.0,2.8,,
上海电机学院,2021,employment_flow,硕士,文化、体育和娱乐业,0.0,0.0,,
上海电机学院,2021,employment_flow,硕士,公共管理、社会保障和社会组织,0.0,0.0,,
上海电机学院,2021,employment_flow,硕士,房地产业,0.0,0.0,,
上海电机学院,2021,employment_flow,硕士,住宿和餐饮业,0.0,0.0,,
上海电机学院,2021,employment_flow,硕士,卫生和社会工作,0.0,0.0,,
上海电机学院,2021,employment_flow,硕士,采矿业,1.0,0.93,,
上海电机学院,2021,employment_flow,硕士,农、林、牧、渔业,0.0,0.0,,
上海电机学院,2021,employment_flow,硕士,水利、环境和公共设施管理业,0.0,0.0,,
上海电机学院,2021,employment_flow,本科,制造业,853.0,41.63,,
上海电机学院,2021,employment_flow,本科,信息传输、软件和信息技术服务业,240.0,11.71,,
上海电机学院,2021,employment_flow,本科,建筑业,114.0,5.56,,
上海电机学院,2021,employment_flow,本科,租赁和商务服务,100.0,4.88,,
上海电机学院,2021,employment_flow,本科,批发和零售业,107.0,5.22,,
上海电机学院,2021,employment_flow,本科,交通运输、仓储和邮政业,92.0,4.49,,
上海电机学院,2021,employment_flow,本科,居民服务、修理和其他服务业,95.0,4.64,,
上海电机学院,2021,employment_flow,本科,科学研究和技术服务业,91.0,4.44,,
上海电机学院,2021,employment_flow,本科,教育,93.0,4.54,,
上海电机学院,2021,employment_flow,本科,电力、热力、燃气及水生产和供应业,34.0,1.66,,
上海电机学院,2021,employment_flow,本科,金融业,64.0,3.12,,
上海电机学院,2021,employment_flow,本科,文化、体育和娱乐业,47.0,2.29,,
上海电机学院,2021,employment_flow,本科,公共管理、社会保障和社会组织,38.0,1.85,,
上海电机学院,2021,employment_flow,本科,房地产业,27.0,1.32,,
上海电机学院,2021,employment_flow,本科,住宿和餐饮业,12.0,0.59,,
上海电机学院,2021,employment_flow,本科,卫生和社会工作,17.0,0.83,,
上海电机学院,2021,employment_flow,本科,采矿业,11.0,0.54,,
上海电机学院,2021,employment_flow,本科,农、林、牧、渔业,8.0,0.39,,
上海电机学院,2021,employment_flow,本科,水利、环境和公共设施管理业,6.0,0.29,,
上海电机学院,2021,employment_flow,专科,制造业,208.0,42.89,,
上海电机学院,2021,employment_flow,专科,信息传输、软件和信息技术服务业,52.0,10.72,,
上海电机学院,2021,employment_flow,专科,建筑业,32.0,6.6,,
上海电机学院,2021,employment_flow,专科,租赁和商务服务,40.0,8.25,,
上海电机学院,2021,employment_flow,专科,批发和零售业,30.0,6.19,,
上海电机学院,2021,employment_flow,专科,交通运输、仓储和邮政业,28.0,5.77,,
上海电机学院,2021,employment_flow,专科,居民服务、修理和其他服务业,25.0,5.15,,
上海电机学院,2021,employment_flow,专科,科学研究和技术服务业,10.0,2.06,,
上海电机学院,2021,employment_flow,专科,教育,3.0,0.62,,
上海电机学院,2021,employment_flow,专科,电力、热力、燃气及水生产和供应业,9.0,1.86,,
上海电机学院,2021,employment_flow,专科,金融业,1.0,0.21,,
上海电机学院,2021,employment_flow,专科,文化、体育和娱乐业,7.0,1.44,,
上海电机学院,2021,employment_flow,专科,公共管理、社会保障和社会组织,16.0,3.3,,
上海电机学院,2021,employment_flow,专科,房地产业,9.0,1.86,,
上海电机学院,2021,employment_flow,专科,住宿和餐饮业,8.0,1.65,,
上海电机学院,2021,employment_flow,专科,卫生和社会工作,1.0,0.21,,
上海电机学院,2021,employment_flow,专科,采矿业,1.0,0.21,,
上海电机学院,2021,employment_flow,专科,农、林、牧、渔业,3.0,0.62,,
上海电机学院,2021,employment_flow,专科,水利、环境和公共设施管理业,2.0,0.41,,
上海电机学院,2021,employment_flow,整体,制造业,1092.0,41.35,,
上海电机学院,2021,employment_flow,整体,信息传输、软件和信息技术服务业,299.0,11.32,,
